brand,model,transmission,make_year,reg_year,fuel_type,engine_capacity(CC),km_driven,ownership,price,overall_cost,has_insurance,spare_key,reg_number,title
Maruti,Dzire ZXI CNG,Manual,2022,01-10-2022,CNG,1197,47217,2nd owner,795000,15537,TRUE,No,HR87,2022 Maruti Dzire ZXI CNG
Maruti,Ciaz DELTA 1.4 AT PETROL,Automatic,2018,01-06-2018,Petrol,1373,46850,2nd owner,575000,11242,TRUE,No,DL6C,2018 Maruti Ciaz DELTA 1.4 AT PETROL
Hyundai,i20 Active 1.2 S,Manual,2016,01-06-2016,Petrol,1197,54148,1st owner,493000,9638,TRUE,Yes,DL7C,2016 Hyundai i20 Active 1.2 S
Honda,City 1.5L I-VTEC SV CVT,Automatic,2015,01-07-2015,Petrol,1497,39168,2nd owner,522000,10205,TRUE,No,DL3C,2015 Honda City 1.5L I-VTEC SV CVT
Renault,Kwid RXT 0.8,Manual,2019,01-01-2020,Petrol,,66778,1st owner,340000,6639,TRUE,No,DL12,2019 Renault Kwid RXT 0.8
KIA,SONET HTK 1.5,Manual,2022,01-03-2022,Diesel,1493,23502,1st owner,955000,18178,TRUE,Yes,DL3C,2022 KIA SONET HTK 1.5
Hyundai,Creta SX PLUS AT 1.6 PETROL,Automatic,2017,01-08-2017,Petrol,1591,67495,1st owner,832000,15836,TRUE,No,DL12,2017 Hyundai Creta SX PLUS AT 1.6 PETROL
Maruti,Celerio ZXI AMT,Automatic,2016,01-04-2016,Petrol,998,19759,1st owner,403000,7879,TRUE,No,DL3C,2016 Maruti Celerio ZXI AMT
Honda,City 1.5L I-VTEC V MT,Manual,2015,01-04-2015,Petrol,1497,91368,1st owner,497000,9716,TRUE,No,DL4C,2015 Honda City 1.5L I-VTEC V MT
Maruti,Swift Dzire LXI,Manual,2013,01-11-2013,Petrol,1197,36536,1st owner,319000,8411,TRUE,Yes,DL4C,2013 Maruti Swift Dzire LXI
Nissan,MAGNITE XV PREMIUM DUAL TONE,Manual,2021,01-03-2021,Petrol,999,42886,1st owner,672000,13138,TRUE,No,UP16,2021 Nissan MAGNITE XV PREMIUM DUAL TONE
KIA,SONET HTX 1.5,Manual,2021,01-02-2021,Diesel,1493,28209,1st owner,979000,18634,TRUE,No,HR98,2021 KIA SONET HTX 1.5
Maruti,New Wagon-R VXI 1.2,Manual,2019,01-05-2019,Petrol,1197,19085,1st owner,459000,8971,TRUE,Yes,HR26,2019 Maruti New Wagon-R VXI 1.2
Hyundai,Verna FLUIDIC 4S 1.6 VTVT S,Manual,2015,01-12-2015,Petrol,1591,102445,2nd owner,472000,10505,TRUE,Yes,DL8C,2015 Hyundai Verna FLUIDIC 4S 1.6 VTVT S
Maruti,Swift Dzire VXI,Manual,2012,01-06-2012,Petrol,1197,51629,1st owner,266000,8835,TRUE,No,DL9C,2012 Maruti Swift Dzire VXI
Maruti,Wagon R Stingray VXI,Manual,2013,01-01-2014,Petrol,998,70322,2nd owner,229000,6031,TRUE,Yes,DL3C,2013 Maruti Wagon R Stingray VXI
Hyundai,Creta E PLUS 1.6 PETROL,Manual,2018,01-09-2018,Petrol,1591,48108,1st owner,803000,15284,TRUE,Yes,UP16,2018 Hyundai Creta E PLUS 1.6 PETROL
Maruti,Dzire VXI,Manual,2020,01-03-2020,Petrol,,108051,2nd owner,552000,12281,TRUE,No,HR35,2020 Maruti Dzire VXI
Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,2020,01-07-2020,Petrol,1197,56215,1st owner,551000,10774,TRUE,No,DL4C,2020 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT
Ford,Ecosport TITANIUM 1.5L PETROL,Manual,2018,01-05-2018,Petrol,1497,70008,1st owner,652000,12756,TRUE,Yes,DL10,2018 Ford Ecosport TITANIUM 1.5L PETROL
Hyundai,i20 SPORTZ 1.2,Manual,2014,01-07-2014,Petrol,1197,85321,1st owner,353000,7852,TRUE,No,DL10,2014 Hyundai i20 SPORTZ 1.2
Maruti,Swift Dzire VXI,Manual,2012,01-05-2012,Petrol,1197,43425,2nd owner,251000,8337,TRUE,Yes,DL2C,2012 Maruti Swift Dzire VXI
Maruti,Wagon R 1.0 VXI+ AMT,Automatic,2017,01-12-2017,Petrol,998,40144,1st owner,393000,7679,TRUE,No,DL14,2017 Maruti Wagon R 1.0 VXI+ AMT
Maruti,Wagon R 1.0 VXI,Manual,2017,01-08-2017,Petrol,998,54614,1st owner,346000,6772,TRUE,No,HR26,2017 Maruti Wagon R 1.0 VXI
Hyundai,Xcent S 1.2,Manual,2018,01-09-2018,CNG,1197,60152,1st owner,476000,9309,TRUE,No,HR13,2018 Hyundai Xcent S 1.2
Renault,Duster 110 PS RXS MT DIESEL,Manual,2019,01-03-2020,Diesel,1461,40838,1st owner,713000,15860,TRUE,No,UP16,2019 Renault Duster 110 PS RXS MT DIESEL
Maruti,Swift LXI (O),Manual,2017,01-04-2017,Petrol,1197,47968,1st owner,408000,7976,TRUE,Yes,DL8C,2017 Maruti Swift LXI (O)
Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,2018,01-08-2018,Petrol,1197,75742,1st owner,403000,7879,TRUE,No,HR51,2018 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT
Hyundai,Verna FLUIDIC 1.6 VTVT EX,Manual,2013,01-05-2013,Petrol,1591,108787,1st owner,374000,9854,TRUE,No,HR06,2013 Hyundai Verna FLUIDIC 1.6 VTVT EX
Maruti,Baleno DELTA PETROL 1.2,Manual,2019,01-03-2019,Petrol,1197,65533,1st owner,503000,9834,TRUE,No,HR08,2019 Maruti Baleno DELTA PETROL 1.2
Hyundai,VENUE SX 1.0 TURBO,Manual,2020,01-07-2020,Petrol,998,43417,2nd owner,828000,15760,TRUE,Yes,HR35,2020 Hyundai VENUE SX 1.0 TURBO
Maruti,Baleno DELTA PETROL 1.2,Manual,2019,01-04-2019,Petrol,1197,35337,1st owner,540000,10557,TRUE,No,DL9C,2019 Maruti Baleno DELTA PETROL 1.2
Maruti,Swift ZXI,Manual,2017,01-02-2018,Petrol,1197,68304,1st owner,486000,9498,TRUE,No,DL5C,2017 Maruti Swift ZXI
Tata,PUNCH CREATIVE  1.2 RTN DUAL TONE,Manual,2022,01-06-2022,Petrol,1199,20770,1st owner,778000,15210,TRUE,No,HR42,2022 Tata PUNCH CREATIVE  1.2 RTN DUAL TONE
Tata,TIGOR XZ PLUS PETROL,Manual,2020,01-12-2020,Petrol,1199,17280,1st owner,678000,13259,TRUE,Yes,HR06,2020 Tata TIGOR XZ PLUS PETROL
Maruti,Baleno DELTA PETROL 1.2,Manual,2017,01-08-2017,Petrol,1197,47472,1st owner,520000,10169,TRUE,Yes,HR26,2017 Maruti Baleno DELTA PETROL 1.2
Volkswagen,Vento HIGHLINE PLUS 1.2 AT,Automatic,2019,01-12-2019,Petrol,1197,30946,1st owner,1056000,20100,TRUE,No,UP16,2019 Volkswagen Vento HIGHLINE PLUS 1.2 AT
Mahindra,XUV500 W7 AT,Automatic,2019,01-04-2019,Diesel,2179,36879,2nd owner,1026000,22302,TRUE,No,DL1C,2019 Mahindra XUV500 W7 AT
Honda,City 1.5L I-VTEC VX CVT,Automatic,2016,01-05-2016,Petrol,1497,68957,1st owner,671000,13118,TRUE,No,DL6C,2016 Honda City 1.5L I-VTEC VX CVT
Honda,City 1.5L I-VTEC VX CVT,Automatic,2014,01-05-2014,Petrol,1497,69403,1st owner,553000,12308,TRUE,No,HR26,2014 Honda City 1.5L I-VTEC VX CVT
Honda,City 1.5L I-VTEC S MT,Manual,2011,01-09-2011,Petrol,1497,88490,1st owner,262000,12333,TRUE,No,DL4C,2011 Honda City 1.5L I-VTEC S MT
Hyundai,GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT,Manual,2022,01-05-2022,Petrol,1197,17035,1st owner,628000,12278,TRUE,Yes,DL5C,2022 Hyundai GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT
Hyundai,Creta S 1.6 PETROL,Manual,2016,01-04-2016,Petrol,1591,77095,1st owner,700000,13685,TRUE,No,HR26,2016 Hyundai Creta S 1.6 PETROL
Maruti,Swift VXI ABS,Manual,2016,01-07-2016,Petrol,1197,40875,1st owner,474000,9270,TRUE,No,HR30,2016 Maruti Swift VXI ABS
Maruti,Baleno DELTA PETROL 1.2,Manual,2021,01-07-2021,Petrol,1197,28415,1st owner,638000,12473,TRUE,Yes,HR50,2021 Maruti Baleno DELTA PETROL 1.2
Tata,NEXON XM SUNROOF PETROL,Manual,2021,01-12-2021,Petrol,1199,46101,1st owner,769000,15034,TRUE,Yes,DL9C,2021 Tata NEXON XM SUNROOF PETROL
Hyundai,Grand i10 ASTA AT 1.2 KAPPA VTVT,Automatic,2014,01-05-2014,Petrol,1197,36652,1st owner,393000,8742,TRUE,No,HR26,2014 Hyundai Grand i10 ASTA AT 1.2 KAPPA VTVT
Maruti,Ciaz ALPHA 1.5 SHVS PETROL,Manual,2019,01-05-2019,Petrol,1462,41735,1st owner,719000,14057,TRUE,Yes,DL8C,2019 Maruti Ciaz ALPHA 1.5 SHVS PETROL
Maruti,Baleno ZETA CVT PETROL 1.2,Automatic,2019,01-06-2019,Petrol,1197,22779,2nd owner,643000,12566,TRUE,No,UP16,2019 Maruti Baleno ZETA CVT PETROL 1.2
Mahindra,XUV500 W9,Manual,2019,01-06-2019,Diesel,2179,46648,1st owner,1099000,23895,TRUE,No,UP14,2019 Mahindra XUV500 W9
Maruti,Wagon R 1.0 LX,Manual,2011,01-03-2012,Petrol,998,93282,1st owner,163000,7664,TRUE,Yes,DL3C,2011 Maruti Wagon R 1.0 LX
Tata,Tiago XZ PLUS PETROL,Manual,2020,01-08-2020,Petrol,1199,67014,1st owner,489000,9556,TRUE,No,HR36,2020 Tata Tiago XZ PLUS PETROL
Maruti,S PRESSO VXI CNG,Manual,2020,01-01-2021,CNG,998,64311,1st owner,412000,8055,TRUE,No,HR14,2020 Maruti S PRESSO VXI CNG
Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,2017,01-09-2017,CNG,,99180,1st owner,406000,7937,TRUE,No,DL1C,2017 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT
Mahindra,XUV300 W8 (O) 1.5 DIESEL,Manual,2021,01-07-2021,Diesel,1497,18252,2nd owner,961000,18292,TRUE,No,UP14,2021 Mahindra XUV300 W8 (O) 1.5 DIESEL
Honda,City 1.5L I-VTEC VX,Manual,2016,01-04-2016,Petrol,1497,56424,2nd owner,609000,11906,TRUE,Yes,HR26,2016 Honda City 1.5L I-VTEC VX
Hyundai,Creta E PLUS 1.6 PETROL,Manual,2018,01-01-2019,Petrol,1591,103772,2nd owner,723000,16083,TRUE,No,UP14,2018 Hyundai Creta E PLUS 1.6 PETROL
Maruti,Baleno DELTA PETROL 1.2,Manual,2021,01-01-2022,Petrol,1197,29923,1st owner,606000,11844,TRUE,No,HR26,2021 Maruti Baleno DELTA PETROL 1.2
Maruti,Baleno DELTA PETROL 1.2,Manual,2021,01-10-2021,Petrol,1197,41436,1st owner,591000,11554,TRUE,No,HR87,2021 Maruti Baleno DELTA PETROL 1.2
Renault,TRIBER RXT,Manual,2022,01-10-2022,Petrol,999,7021,1st owner,629000,12297,TRUE,No,HR87,2022 Renault TRIBER RXT
Hyundai,Creta E PLUS 1.6 PETROL,Manual,2018,01-08-2018,Petrol,,60193,1st owner,803000,15284,TRUE,No,DL12,2018 Hyundai Creta E PLUS 1.6 PETROL
Tata,TIGOR XE PETROL,Manual,2021,01-07-2021,Petrol,1199,29667,2nd owner,508000,9932,TRUE,No,DL10,2021 Tata TIGOR XE PETROL
Hyundai,NEW SANTRO SPORTZ MT,Manual,2019,01-10-2019,Petrol,1086,62309,1st owner,407000,7958,TRUE,No,DL9C,2019 Hyundai NEW SANTRO SPORTZ MT
Volkswagen,Vento HIGHLINE PLUS 1.2 AT 16 ALLOY,Automatic,2019,01-06-2019,Petrol,1197,58082,1st owner,910000,17321,TRUE,Yes,HR26,2019 Volkswagen Vento HIGHLINE PLUS 1.2 AT 16 ALLOY
Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,2015,01-10-2015,Petrol,1197,29116,1st owner,363000,7106,TRUE,Yes,UP16,2015 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT
Maruti,S PRESSO LXI,Manual,2020,01-11-2020,Petrol,998,30782,1st owner,369000,7214,TRUE,Yes,DL8C,2020 Maruti S PRESSO LXI
Honda,Jazz 1.2L I-VTEC V AT,Automatic,2017,01-07-2017,Petrol,1199,95825,2nd owner,471000,9208,TRUE,No,DL10,2017 Honda Jazz 1.2L I-VTEC V AT
Honda,Jazz 1.2L I-VTEC S,Manual,2017,01-04-2017,Petrol,1199,59577,1st owner,416000,8133,TRUE,No,DL1C,2017 Honda Jazz 1.2L I-VTEC S
Renault,TRIBER RXZ AMT,Automatic,2023,01-06-2023,Petrol,999,21044,1st owner,741000,14487,TRUE,No,DL12,2023 Renault TRIBER RXZ AMT
Renault,Kwid CLIMBER 1.0 (O),Manual,2020,01-08-2020,Petrol,999,11812,1st owner,407000,7952,TRUE,No,UP16,2020 Renault Kwid CLIMBER 1.0 (O)
Ford,Ecosport TITANIUM 1.5L DIESEL,Manual,2019,01-10-2019,Diesel,1498,78701,1st owner,705000,15692,TRUE,Yes,DL10,2019 Ford Ecosport TITANIUM 1.5L DIESEL
Hyundai,NEW SANTRO MAGNA,Manual,2021,01-11-2021,Petrol,1086,13421,1st owner,472000,9228,TRUE,No,DL9C,2021 Hyundai NEW SANTRO MAGNA
Hyundai,Xcent SX 1.2,Manual,2014,01-09-2014,Petrol,1197,57224,1st owner,332000,7385,TRUE,No,DL7C,2014 Hyundai Xcent SX 1.2
Renault,TRIBER RXZ,Manual,2023,01-03-2023,Petrol,999,14050,1st owner,683000,13347,TRUE,Yes,HR26,2023 Renault TRIBER RXZ
Mahindra,XUV500 W5,Manual,2019,01-03-2019,Diesel,2179,55608,2nd owner,860000,18695,TRUE,Yes,UP14,2019 Mahindra XUV500 W5
Maruti,Ciaz DELTA 1.5 SHVS MT PETROL,Manual,2018,01-01-2019,Petrol,1462,51690,1st owner,665000,13001,TRUE,No,HR87,2018 Maruti Ciaz DELTA 1.5 SHVS MT PETROL
Maruti,Baleno SIGMA PETROL 1.2,Manual,2021,01-07-2021,Petrol,1197,20654,1st owner,603000,11796,TRUE,No,DL3C,2021 Maruti Baleno SIGMA PETROL 1.2
Hyundai,Creta SX AT 1.6 PETROL,Automatic,2019,01-09-2019,Petrol,1591,47323,1st owner,1096000,20861,TRUE,No,HR26,2019 Hyundai Creta SX AT 1.6 PETROL
Maruti,Baleno DELTA PETROL 1.2,Manual,2018,01-07-2018,Petrol,1197,35462,1st owner,535000,10459,TRUE,No,HR26,2018 Maruti Baleno DELTA PETROL 1.2
Hyundai,AURA S 1.2,Manual,2021,01-11-2021,Petrol,1197,30058,1st owner,610000,11926,TRUE,No,UP14,2021 Hyundai AURA S 1.2
Renault,TRIBER RXE MT,Manual,2021,01-11-2021,Petrol,999,28929,1st owner,525000,10259,TRUE,No,HR26,2021 Renault TRIBER RXE MT
Mahindra,XUV300 W8 (O) 1.5 DIESEL AMT,Automatic,2020,01-11-2020,Diesel,1497,64038,1st owner,862000,16407,TRUE,Yes,DL10,2020 Mahindra XUV300 W8 (O) 1.5 DIESEL AMT
Maruti,Baleno DELTA PETROL 1.2,Manual,2021,01-08-2021,Petrol,1197,25705,1st owner,669000,13079,TRUE,No,UP32,2021 Maruti Baleno DELTA PETROL 1.2
Maruti,Celerio ZXI AMT (O),Automatic,2018,01-04-2018,Petrol,998,35251,1st owner,448000,8753,TRUE,No,HR26,2018 Maruti Celerio ZXI AMT (O)
Mahindra,XUV300 W4 1.5 DIESEL,Manual,2019,01-09-2019,Diesel,1497,21843,2nd owner,692000,15396,TRUE,No,DL8C,2019 Mahindra XUV300 W4 1.5 DIESEL
KIA,SONET HTK PLUS 1.0 IMT,Manual,2022,01-01-2023,Petrol,998,15612,1st owner,954000,18167,TRUE,No,HR34,2022 KIA SONET HTK PLUS 1.0 IMT
Hyundai,i20 SPORTZ 1.2,Manual,2014,01-03-2014,Petrol,1197,33251,1st owner,389000,8664,TRUE,No,DL7C,2014 Hyundai i20 SPORTZ 1.2
Hyundai,"XCENT PRIME 	T+ CNG",Manual,2021,01-10-2021,CNG,1197,30541,1st owner,631000,12336,TRUE,No,DL5C,"2021 Hyundai XCENT PRIME 	T+ CNG"
Maruti,Baleno ALPHA PETROL 1.2,Manual,2019,01-11-2019,Petrol,,48969,1st owner,629000,12297,TRUE,Yes,DL5C,2019 Maruti Baleno ALPHA PETROL 1.2
Maruti,Ciaz ALPHA 1.4 PETROL,Manual,2017,01-09-2017,Petrol,1373,43537,1st owner,647000,12647,TRUE,No,HR26,2017 Maruti Ciaz ALPHA 1.4 PETROL
Hyundai,Creta SX PLUS AT 1.6 PETROL,Automatic,2017,01-09-2017,Petrol,1591,76048,2nd owner,828000,15760,TRUE,No,DL8C,2017 Hyundai Creta SX PLUS AT 1.6 PETROL
Maruti,IGNIS ALPHA 1.2,Manual,2018,01-01-2019,Petrol,1197,31802,1st owner,555000,10848,TRUE,Yes,HR26,2018 Maruti IGNIS ALPHA 1.2
Maruti,New Wagon-R ZXI 1.2,Manual,2022,01-03-2022,Petrol,1197,13103,1st owner,568000,11105,TRUE,Yes,DL11,2022 Maruti New Wagon-R ZXI 1.2
Maruti,New Wagon-R VXI CNG 1.0,Manual,2022,01-06-2022,CNG,998,38261,1st owner,616000,12040,TRUE,Yes,HR13,2022 Maruti New Wagon-R VXI CNG 1.0
Maruti,Celerio VXI,Manual,2019,01-06-2019,Petrol,998,63194,1st owner,394000,7703,TRUE,No,HR29,2019 Maruti Celerio VXI
KIA,SELTOS GTX PLUS AT 1.5 DIESEL,Automatic,2021,01-01-2022,Diesel,1493,66666,1st owner,1492000,28399,TRUE,Yes,UP14,2021 KIA SELTOS GTX PLUS AT 1.5 DIESEL
Maruti,Wagon R 1.0 LXI,Manual,2014,01-06-2014,Petrol,998,32631,1st owner,288000,6403,TRUE,No,DL2C,2014 Maruti Wagon R 1.0 LXI
Hyundai,GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT,Manual,2022,01-04-2022,Petrol,1197,33898,1st owner,651000,12731,TRUE,No,UP14,2022 Hyundai GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT
Maruti,Wagon R 1.0 LXI CNG,Manual,2018,01-04-2018,CNG,998,80107,3rd owner,394000,7703,TRUE,No,DL2C,2018 Maruti Wagon R 1.0 LXI CNG
Renault,Kwid RXT 1.0,Manual,2022,01-07-2022,Petrol,999,15362,1st owner,408000,7969,TRUE,No,DL7C,2022 Renault Kwid RXT 1.0
Maruti,Wagon R 1.0 LXI,Manual,2014,01-12-2014,Petrol,998,64539,2nd owner,236000,5250,TRUE,No,DL2C,2014 Maruti Wagon R 1.0 LXI
Tata,NEXON EV XZ PLUS,Automatic,2020,01-11-2020,Electric,,46001,1st owner,1100000,20937,TRUE,Yes,DL12,2020 Tata NEXON EV XZ PLUS
Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,2015,01-06-2015,Petrol,1197,99453,1st owner,339000,6628,TRUE,No,DL3C,2015 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT
Honda,City 1.5L I-VTEC SV CVT,Automatic,2014,01-05-2014,Petrol,1497,47445,2nd owner,472000,10510,TRUE,Yes,DL4C,2014 Honda City 1.5L I-VTEC SV CVT
Maruti,Baleno ZETA PETROL 1.2,Manual,2019,01-03-2019,Petrol,1197,30890,2nd owner,582000,11373,TRUE,Yes,HR30,2019 Maruti Baleno ZETA PETROL 1.2
Honda,City 1.5L I-VTEC VX CVT,Automatic,2019,01-04-2019,Petrol,1497,68275,1st owner,892000,16978,TRUE,Yes,UP16,2019 Honda City 1.5L I-VTEC VX CVT
Ford,Ecosport TITANIUM 1.5L PETROL,Manual,2019,01-06-2019,Petrol,1497,98296,2nd owner,616000,12043,TRUE,No,UP81,2019 Ford Ecosport TITANIUM 1.5L PETROL
Hyundai,i20 SPORTZ 1.2,Manual,2011,01-04-2011,Petrol,1197,89562,2nd owner,230000,10827,TRUE,No,DL2C,2011 Hyundai i20 SPORTZ 1.2
Renault,Kwid RXT 1.0 (O),Manual,2022,01-08-2022,Petrol,999,7168,1st owner,421000,8222,TRUE,No,DL3C,2022 Renault Kwid RXT 1.0 (O)
Renault,Kwid RXT 1.0 (O),Manual,2019,01-07-2019,Petrol,999,34562,1st owner,364000,7112,TRUE,No,HR51,2019 Renault Kwid RXT 1.0 (O)
Honda,City 1.5L I-VTEC S MT,Manual,2011,01-08-2011,Petrol,1497,61297,1st owner,234000,11015,TRUE,No,UP16,2011 Honda City 1.5L I-VTEC S MT
Tata,NEXON XZ PLUS PETROL,Manual,2020,01-04-2020,Petrol,1199,62836,1st owner,763000,14921,TRUE,No,HR26,2020 Tata NEXON XZ PLUS PETROL
Tata,Tiago XZ PETROL,Manual,2021,01-02-2021,Petrol,1199,47603,1st owner,530000,10357,TRUE,Yes,UP37,2021 Tata Tiago XZ PETROL
Maruti,Ciaz VXI+,Manual,2015,01-12-2015,Petrol,1373,119079,1st owner,427000,9498,TRUE,No,DL3C,2015 Maruti Ciaz VXI+
Maruti,New Wagon-R VXI 1.0 AMT,Automatic,2020,01-01-2020,Petrol,998,41307,2nd owner,477000,9318,TRUE,Yes,DL9C,2020 Maruti New Wagon-R VXI 1.0 AMT
Nissan,MAGNITE XV PREMIUM TURBO,Manual,2022,01-04-2022,Petrol,999,26583,1st owner,874000,16639,TRUE,No,HR26,2022 Nissan MAGNITE XV PREMIUM TURBO
Tata,Tiago XZ PLUS PETROL,Manual,2021,01-04-2021,Petrol,1199,19878,1st owner,574000,11231,TRUE,Yes,DL10,2021 Tata Tiago XZ PLUS PETROL
Maruti,Ciaz VXI,Manual,2015,01-08-2015,Petrol,1373,56050,1st owner,512000,10017,TRUE,Yes,DL8C,2015 Maruti Ciaz VXI
Maruti,New Wagon-R ZXI 1.2,Manual,2019,01-02-2019,Petrol,1197,34898,1st owner,474000,9267,TRUE,Yes,DL8C,2019 Maruti New Wagon-R ZXI 1.2
Hyundai,Verna FLUIDIC 1.6 VTVT EX,Manual,2012,01-03-2012,Petrol,1591,38005,1st owner,356000,11826,TRUE,Yes,DL12,2012 Hyundai Verna FLUIDIC 1.6 VTVT EX
Renault,TRIBER RXL MT,Manual,2022,01-08-2022,Petrol,999,21089,1st owner,613000,11981,TRUE,No,DL10,2022 Renault TRIBER RXL MT
Hyundai,Creta SX (O) 1.4 TURBO DCT,Automatic,2020,01-08-2020,Petrol,1353,57541,1st owner,1438000,27371,TRUE,Yes,DL7C,2020 Hyundai Creta SX (O) 1.4 TURBO DCT
Renault,Kwid RXT 1.0 AMT (O),Automatic,2020,01-11-2020,Petrol,999,12381,1st owner,399000,7810,TRUE,No,DL9C,2020 Renault Kwid RXT 1.0 AMT (O)
Maruti,Baleno DELTA PETROL 1.2,Manual,2020,01-07-2020,Petrol,1197,38482,1st owner,602000,11766,TRUE,No,UP16,2020 Maruti Baleno DELTA PETROL 1.2
Maruti,S PRESSO VXI+,Manual,2020,01-10-2020,Petrol,998,30057,1st owner,403000,7878,TRUE,Yes,DL2C,2020 Maruti S PRESSO VXI+
Honda,City 1.5L I-VTEC V MT,Manual,2015,01-04-2015,Petrol,1497,89726,1st owner,523000,10225,TRUE,Yes,DL4C,2015 Honda City 1.5L I-VTEC V MT
Maruti,Baleno DELTA PETROL 1.2,Manual,2021,01-04-2021,Petrol,1197,20120,1st owner,644000,12582,TRUE,Yes,UP16,2021 Maruti Baleno DELTA PETROL 1.2
Honda,Brio VX MT,Manual,2015,01-06-2015,Petrol,1198,96395,1st owner,327000,6392,TRUE,No,UP14,2015 Honda Brio VX MT
Hyundai,i20 MAGNA 1.2,Manual,2011,01-08-2011,Petrol,1197,97272,1st owner,189000,8897,TRUE,No,HR26,2011 Hyundai i20 MAGNA 1.2
Maruti,Baleno ZETA PETROL 1.2,Manual,2016,01-04-2016,Petrol,1197,58639,2nd owner,459000,8976,TRUE,No,DL2C,2016 Maruti Baleno ZETA PETROL 1.2
Maruti,Baleno DELTA PETROL 1.2,Manual,2020,01-07-2020,Petrol,1197,31279,1st owner,602000,11767,TRUE,No,HR26,2020 Maruti Baleno DELTA PETROL 1.2
Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,2015,01-01-2016,Petrol,1197,99108,1st owner,322000,6295,TRUE,Yes,DL12,2015 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT
Hyundai,Xcent S 1.2,Manual,2018,01-02-2019,CNG,1197,90833,1st owner,462000,9032,TRUE,Yes,HR51,2018 Hyundai Xcent S 1.2
Hyundai,i20 MAGNA (O) 1.2,Manual,2011,01-06-2011,Petrol,,43796,1st owner,214000,10071,TRUE,No,DL10,2011 Hyundai i20 MAGNA (O) 1.2
Tata,NEXON XZ PLUS (O) PETROL DARK EDITION,Manual,2022,01-07-2022,Petrol,1199,26202,1st owner,1038000,19750,TRUE,No,HR26,2022 Tata NEXON XZ PLUS (O) PETROL DARK EDITION
Maruti,Wagon R Stingray VXI,Manual,2015,01-11-2015,Petrol,998,66325,1st owner,312000,6092,TRUE,No,DL9C,2015 Maruti Wagon R Stingray VXI
Mahindra,XUV500 W9,Manual,2019,01-01-2020,Diesel,2179,42625,2nd owner,1055000,22938,TRUE,No,UP14,2019 Mahindra XUV500 W9
Hyundai,VENUE SX PLUS 1.0 TURBO DCT,Automatic,2019,01-08-2019,Petrol,998,72340,1st owner,877000,16695,TRUE,No,HR26,2019 Hyundai VENUE SX PLUS 1.0 TURBO DCT
Maruti,Baleno DELTA PETROL 1.2,Manual,2020,01-10-2020,Petrol,1197,60937,1st owner,589000,11511,TRUE,Yes,DL8C,2020 Maruti Baleno DELTA PETROL 1.2
Maruti,Baleno ZETA PETROL 1.2,Manual,2020,01-07-2020,Petrol,1197,35495,1st owner,659000,12884,TRUE,Yes,HR26,2020 Maruti Baleno ZETA PETROL 1.2
Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,2016,01-02-2017,Petrol,1197,22581,1st owner,391000,7642,TRUE,Yes,DL1C,2016 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT
Honda,City 1.5L I-VTEC VX CVT,Automatic,2016,01-11-2016,Petrol,1497,30591,1st owner,729000,14252,TRUE,No,HR26,2016 Honda City 1.5L I-VTEC VX CVT
Hyundai,Elite i20 SPORTZ 1.2,Manual,2017,01-10-2017,Petrol,1197,47327,2nd owner,502000,9823,TRUE,No,UP14,2017 Hyundai Elite i20 SPORTZ 1.2
Maruti,Ritz VXI,Manual,2011,01-03-2011,Petrol,1197,43560,1st owner,185000,8709,TRUE,No,DL9C,2011 Maruti Ritz VXI
Maruti,S PRESSO VXI+,Manual,2020,01-07-2020,Petrol,998,18518,1st owner,408000,7985,TRUE,No,HR26,2020 Maruti S PRESSO VXI+
Maruti,New Wagon-R LXI 1.0,Manual,2020,01-12-2020,Petrol,998,54209,1st owner,451000,8826,TRUE,No,HR26,2020 Maruti New Wagon-R LXI 1.0
Mahindra,XUV300 W8 (O) 1.2 PETROL,Manual,2023,01-05-2023,Petrol,1197,12061,1st owner,1128000,21467,TRUE,No,UP65,2023 Mahindra XUV300 W8 (O) 1.2 PETROL
Hyundai,Creta SX PLUS AT 1.6 PETROL,Automatic,2017,01-08-2017,Petrol,1591,41908,1st owner,849000,16160,TRUE,Yes,DL5C,2017 Hyundai Creta SX PLUS AT 1.6 PETROL
